"107年08月24日每5秒委託成交統計"
"時間","累積委託買進筆數","累積委託買進數量","累積委託賣出筆數","累積委託賣出數量","累積成交筆數","累積成交數量","累積成交金額",
"11:49:30","3,136,131","21,356,313","3,557,477","12,836,554","552,108","3,078,695","66,543",
"11:49:35","3,136,687","21,351,931","3,558,321","12,851,549","552,278","3,079,385","66,558",
"11:49:40","3,137,350","21,360,486","3,559,140","12,852,957","552,494","3,080,456","66,588",
"11:49:45","3,138,104","21,361,705","3,559,984","12,841,988","552,619","3,080,786","66,603",
"11:49:50","3,138,779","21,299,676","3,560,908","12,790,804","552,773","3,081,158","66,625",
"11:49:55","3,139,501","21,351,100","3,561,887","12,830,039","552,886","3,081,507","66,646",
"11:50:00","3,140,269","21,346,600","3,562,757","12,808,865","552,994","3,081,731","66,660",
"11:50:05","3,140,985","21,358,359","3,563,626","12,837,851","553,134","3,081,980","66,679",
"11:50:10","3,141,834","21,381,989","3,564,459","12,846,381","553,639","3,083,546","66,720",
"11:50:15","3,142,704","21,372,015","3,565,469","12,846,958","553,797","3,083,905","66,738",
"11:50:20","3,143,510","21,383,256","3,566,318","12,857,672","553,949","3,084,256","66,761",
"11:50:25","3,144,267","21,393,556","3,567,243","12,863,704","554,219","3,090,069","66,791",
"11:50:30","3,145,161","21,348,740","3,568,202","12,843,841","554,468","3,090,891","66,816",
"11:50:35","3,145,955","21,381,086","3,569,185","12,853,473","554,630","3,091,325","66,831",
"11:50:40","3,147,006","21,378,558","3,570,393","12,844,023","554,815","3,092,696","66,856",
"11:50:45","3,147,852","21,377,251","3,571,369","12,846,216","554,998","3,093,286","66,876",
"11:50:50","3,148,543","21,373,230","3,572,280","12,853,889","555,165","3,093,680","66,895",
"11:50:55","3,149,253","21,367,687","3,573,068","12,851,532","555,301","3,094,685","66,910",
"11:51:00","3,150,074","21,368,540","3,574,059","12,840,977","555,490","3,095,362","66,928",
"11:51:05","3,150,757","21,376,203","3,574,942","12,854,555","555,655","3,096,660","66,941",
"11:51:10","3,151,788","21,381,987","3,576,109","12,857,960","555,855","3,097,232","66,963",
"11:51:15","3,152,533","21,372,017","3,577,115","12,842,954","555,993","3,097,688","66,975",
"11:51:20","3,153,438","21,373,391","3,578,350","12,835,559","556,142","3,098,071","66,996",
"11:51:25","3,154,641","21,373,608","3,579,729","12,854,585","556,343","3,099,117","67,026",
"11:51:30","3,155,406","21,312,009","3,580,564","12,827,667","556,526","3,099,587","67,047",
"11:51:35","3,156,151","21,280,973","3,581,544","12,806,050","556,736","3,100,540","67,079",
"11:51:40","3,157,389","21,367,720","3,582,958","12,842,515","557,025","3,101,489","67,108",
"11:51:45","3,158,091","21,383,087","3,583,912","12,856,914","557,169","3,101,908","67,125",
"11:51:50","3,159,157","21,360,023","3,585,108","12,833,448","557,295","3,102,266","67,138",
"11:51:55","3,159,956","21,379,828","3,586,163","12,862,625","557,456","3,102,708","67,158",
"11:52:00","3,161,008","21,379,641","3,587,271","12,862,012","557,580","3,103,488","67,172",
"11:52:05","3,161,957","21,380,926","3,588,356","12,860,667","557,730","3,103,905","67,187",
"11:52:10","3,163,011","21,362,091","3,589,580","12,850,660","557,929","3,104,614","67,206",
"11:52:15","3,163,712","21,389,274","3,590,501","12,858,015","558,086","3,105,011","67,224",
"11:52:20","3,164,446","21,392,286","3,591,513","12,869,304","558,268","3,105,723","67,242",
"11:52:25","3,165,411","21,371,759","3,592,684","12,862,890","558,425","3,106,058","67,254",
"11:52:30","3,166,045","21,367,704","3,593,505","12,868,536","558,585","3,107,617","67,266",
"11:52:35","3,166,711","21,379,191","3,594,363","12,876,592","558,714","3,107,938","67,282",
"11:52:40","3,167,339","21,388,422","3,595,133","12,885,665","558,879","3,108,322","67,295",
"11:52:45","3,167,890","21,378,275","3,595,826","12,864,491","559,032","3,108,706","67,309",
"11:52:50","3,168,637","21,373,299","3,596,835","12,873,248","559,268","3,109,737","67,327",
"11:52:55","3,169,169","21,390,493","3,597,603","12,870,750","559,429","3,110,564","67,350",
"11:53:00","3,169,713","21,403,570","3,598,347","12,880,720","559,527","3,110,739","67,357",
"11:53:05","3,170,221","21,400,893","3,599,100","12,878,437","559,654","3,111,104","67,371",
"11:53:10","3,170,800","21,408,586","3,599,853","12,893,061","559,779","3,111,435","67,382",
"11:53:15","3,171,184","21,402,702","3,600,442","12,882,757","559,915","3,111,872","67,392",
"11:53:20","3,171,755","21,409,534","3,601,194","12,885,335","560,074","3,112,198","67,409",
"11:53:25","3,172,343","21,411,344","3,601,975","12,889,075","560,231","3,112,467","67,422",
"11:53:30","3,173,391","21,402,172","3,603,049","12,884,802","560,384","3,113,044","67,446",
"11:53:35","3,174,107","21,409,937","3,603,960","12,880,688","560,552","3,113,940","67,459",
"11:53:40","3,174,696","21,415,014","3,604,855","12,891,421","560,746","3,115,587","67,487",
"11:53:45","3,175,268","21,421,510","3,605,745","12,888,077","560,873","3,115,874","67,499",
"11:53:50","3,175,966","21,415,699","3,606,557","12,880,484","561,027","3,116,467","67,514",
"11:53:55","3,176,704","21,406,907","3,607,493","12,878,489","561,150","3,116,959","67,526",
"11:54:00","3,177,303","21,408,907","3,608,366","12,894,285","561,301","3,117,712","67,542",
"11:54:05","3,177,980","21,406,139","3,609,383","12,888,539","561,449","3,118,135","67,564",
"11:54:10","3,178,667","21,409,479","3,610,209","12,902,624","561,639","3,119,862","67,585",
"11:54:15","3,179,136","21,416,021","3,610,883","12,897,696","561,758","3,120,333","67,596",
"11:54:20","3,179,942","21,401,778","3,611,848","12,896,387","561,875","3,121,001","67,606",
"11:54:25","3,181,079","21,413,664","3,613,052","12,889,224","562,065","3,122,931","67,629",
"11:54:30","3,182,254","21,380,142","3,614,341","12,888,293","562,229","3,124,578","67,646",
"11:54:35","3,183,209","21,379,522","3,615,444","12,881,725","562,396","3,124,988","67,662",
"11:54:40","3,183,817","21,383,350","3,616,238","12,887,272","562,577","3,125,468","67,677",
"11:54:45","3,184,476","21,392,387","3,617,152","12,888,772","562,744","3,126,083","67,690",
"11:54:50","3,185,200","21,380,488","3,618,109","12,892,146","562,859","3,126,468","67,700",
"11:54:55","3,185,832","21,393,838","3,618,946","12,891,761","562,965","3,126,742","67,712",
"11:55:00","3,186,478","21,406,502","3,619,834","12,905,425","563,084","3,127,172","67,722",
"11:55:05","3,187,244","21,404,405","3,620,807","12,910,902","563,210","3,127,682","67,738",
"11:55:10","3,187,759","21,406,160","3,621,487","12,913,616","563,524","3,128,493","67,756",
"11:55:15","3,188,235","21,416,139","3,622,203","12,912,049","563,640","3,129,139","67,767",
"11:55:20","3,189,128","21,417,279","3,623,253","12,904,923","563,780","3,131,172","67,780",
"11:55:25","3,189,808","21,408,787","3,624,027","12,909,178","563,963","3,132,729","67,798",
"11:55:30","3,190,461","21,396,433","3,624,876","12,906,917","564,092","3,133,110","67,813",
"11:55:35","3,191,004","21,405,220","3,625,698","12,915,823","564,271","3,135,021","67,831",
"11:55:40","3,191,914","21,397,263","3,626,722","12,917,331","564,419","3,135,363","67,857",
"11:55:45","3,192,702","21,388,304","3,627,740","12,906,432","564,553","3,135,865","67,867",
"11:55:50","3,193,376","21,381,393","3,628,618","12,923,286","564,726","3,136,439","67,881",
"11:55:55","3,194,060","21,348,581","3,629,570","12,901,711","564,876","3,136,954","67,898",
"11:56:00","3,194,896","21,391,161","3,630,653","12,906,167","565,009","3,137,714","67,911",
"11:56:05","3,195,686","21,416,207","3,631,710","12,924,242","565,129","3,138,402","67,923",
"11:56:10","3,196,391","21,405,232","3,632,700","12,913,717","565,278","3,138,859","67,938",
"11:56:15","3,196,855","21,401,048","3,633,399","12,906,231","565,396","3,139,504","67,949",
"11:56:20","3,197,480","21,394,126","3,634,266","12,905,798","565,572","3,140,933","67,963",
"11:56:25","3,198,090","21,407,182","3,635,124","12,918,392","565,692","3,141,461","67,976",
"11:56:30","3,199,004","21,406,156","3,636,148","12,918,765","565,817","3,142,011","67,988",
"11:56:35","3,199,555","21,421,916","3,636,912","12,930,430","565,929","3,142,292","67,997",
"11:56:40","3,200,231","21,400,898","3,637,821","12,933,374","566,093","3,143,409","68,012",
"11:56:45","3,201,016","21,398,096","3,638,741","12,932,954","566,240","3,143,883","68,024",
"11:56:50","3,201,509","21,413,832","3,639,545","12,941,112","566,386","3,145,096","68,038",
"11:56:55","3,202,043","21,403,822","3,640,195","12,926,419","566,490","3,145,432","68,053",
"11:57:00","3,202,591","21,412,516","3,640,974","12,926,384","566,622","3,145,805","68,073",
"11:57:05","3,203,341","21,407,273","3,641,995","12,929,683","566,773","3,146,439","68,086",
"11:57:10","3,203,866","21,412,800","3,642,876","12,936,703","566,979","3,147,106","68,108",
"11:57:15","3,204,607","21,390,758","3,643,748","12,923,753","567,113","3,147,632","68,121",
"11:57:20","3,205,287","21,406,151","3,644,666","12,922,519","567,259","3,147,906","68,138",
"11:57:25","3,205,690","21,417,686","3,645,259","12,934,865","567,358","3,148,270","68,147",
"11:57:30","3,206,237","21,429,031","3,646,022","12,925,320","567,457","3,149,053","68,162",
"11:57:35","3,206,935","21,418,656","3,646,931","12,920,774","567,596","3,149,393","68,180",
"11:57:40","3,207,738","21,418,303","3,647,862","12,920,238","567,810","3,150,029","68,199",
"11:57:45","3,208,336","21,426,612","3,648,780","12,929,265","567,984","3,150,410","68,217",
"11:57:50","3,209,097","21,433,508","3,649,801","12,932,198","568,159","3,150,842","68,234",
"11:57:55","3,209,710","21,441,452","3,650,644","12,932,264","568,359","3,153,794","68,257",
"11:58:00","3,210,766","21,423,860","3,651,827","12,920,422","568,548","3,154,644","68,281",
"11:58:05","3,211,324","21,437,514","3,652,661","12,927,256","568,718","3,155,435","68,302",
"11:58:10","3,211,966","21,426,113","3,653,652","12,921,270","568,891","3,155,857","68,316",
"11:58:15","3,212,549","21,444,064","3,654,548","12,919,636","569,031","3,156,287","68,329",
"11:58:20","3,213,049","21,450,563","3,655,278","12,921,211","569,192","3,156,763","68,345",
"11:58:25","3,214,107","21,426,464","3,656,491","12,913,751","569,372","3,157,396","68,368",
"11:58:30","3,215,022","21,431,084","3,657,729","12,921,638","569,484","3,157,751","68,378",
"11:58:35","3,215,680","21,422,696","3,658,609","12,915,028","569,612","3,158,210","68,391",
"11:58:40","3,216,178","21,437,994","3,659,336","12,928,060","569,758","3,158,694","68,408",
"11:58:45","3,216,865","21,432,108","3,660,364","12,924,637","569,875","3,158,895","68,419",
"11:58:50","3,217,738","21,434,821","3,661,298","12,924,587","569,967","3,159,626","68,427",
"11:58:55","3,218,715","21,412,844","3,662,490","12,902,458","570,120","3,160,164","68,448",
"11:59:00","3,219,595","21,425,734","3,663,550","12,914,657","570,249","3,160,519","68,457",
"11:59:05","3,220,171","21,429,379","3,664,388","12,921,119","570,360","3,160,927","68,470",
"11:59:10","3,221,284","21,419,140","3,665,516","12,917,972","570,499","3,161,987","68,489",
"11:59:15","3,222,039","21,424,200","3,666,459","12,913,552","570,643","3,162,474","68,502",
"11:59:20","3,223,197","21,436,254","3,667,802","12,918,687","570,807","3,163,130","68,526",
"11:59:25","3,224,147","21,436,046","3,668,923","12,910,279","570,983","3,163,768","68,547",
"11:59:30","3,224,793","21,439,901","3,669,760","12,916,151","571,100","3,164,049","68,560",
"11:59:35","3,225,468","21,431,395","3,670,593","12,922,247","571,262","3,164,595","68,581",
"11:59:40","3,226,372","21,449,872","3,671,591","12,927,000","571,378","3,165,159","68,596",
"11:59:45","3,226,919","21,450,011","3,672,443","12,932,905","571,560","3,165,735","68,615",
"11:59:50","3,227,494","21,446,791","3,673,265","12,929,994","571,716","3,166,274","68,629",
"11:59:55","3,228,078","21,446,915","3,674,037","12,932,140","571,795","3,166,450","68,635",
"12:00:00","3,228,759","21,432,547","3,674,886","12,924,679","571,895","3,166,692","68,649",
"12:00:05","3,229,619","21,438,077","3,675,984","12,937,467","572,093","3,167,861","68,671",
"12:00:10","3,230,392","21,431,085","3,677,021","12,946,427","572,544","3,169,287","68,700",
"12:00:15","3,230,949","21,427,544","3,677,869","12,934,474","572,679","3,169,815","68,711",
"12:00:20","3,231,729","21,436,744","3,678,866","12,950,549","572,774","3,170,121","68,720",
"12:00:25","3,232,393","21,453,225","3,679,681","12,947,269","572,910","3,170,481","68,731",
"12:00:30","3,232,863","21,455,093","3,680,460","12,944,950","573,036","3,170,904","68,743",
"12:00:35","3,233,569","21,453,975","3,681,253","12,952,446","573,152","3,171,575","68,751",
"12:00:40","3,234,319","21,437,690","3,682,159","12,954,476","573,315","3,172,617","68,774",
"12:00:45","3,234,877","21,440,858","3,682,924","12,950,194","573,450","3,173,263","68,784",
"12:00:50","3,235,441","21,437,399","3,683,817","12,945,065","573,566","3,173,566","68,795",
"12:00:55","3,236,049","21,441,473","3,684,641","12,945,734","573,683","3,173,986","68,808",
"12:01:00","3,236,621","21,444,366","3,685,312","12,951,942","573,832","3,174,292","68,821",
"12:01:05","3,237,073","21,440,371","3,685,966","12,944,600","574,007","3,174,776","68,839",
"12:01:10","3,237,496","21,436,885","3,686,575","12,942,977","574,136","3,175,101","68,853",
"12:01:15","3,238,212","21,444,098","3,687,325","12,945,879","574,321","3,175,641","68,870",
"12:01:20","3,238,696","21,436,580","3,688,021","12,941,399","574,504","3,178,852","68,905",
"12:01:25","3,239,172","21,434,726","3,688,762","12,937,398","574,642","3,179,228","68,918",
"12:01:30","3,239,617","21,435,029","3,689,368","12,944,783","574,755","3,179,448","68,925",
"12:01:35","3,240,121","21,440,343","3,690,068","12,947,991","574,912","3,179,854","68,940",
"12:01:40","3,240,667","21,437,944","3,690,871","12,948,039","575,050","3,180,628","68,948",
"12:01:45","3,241,045","21,440,855","3,691,539","12,948,553","575,160","3,180,840","68,959",
"12:01:50","3,241,952","21,462,800","3,692,565","12,960,435","575,278","3,181,195","68,969",
"12:01:55","3,242,870","21,449,848","3,693,681","12,959,208","575,424","3,181,714","68,985",
"12:02:00","3,243,900","21,448,847","3,694,848","12,939,244","575,573","3,182,461","69,001",
"12:02:05","3,244,675","21,440,931","3,695,816","12,934,374","575,695","3,182,776","69,019",
"12:02:10","3,245,155","21,443,025","3,696,553","12,949,014","575,816","3,183,263","69,030",
"12:02:15","3,245,603","21,446,224","3,697,262","12,948,274","575,949","3,183,549","69,043",
"12:02:20","3,246,423","21,430,218","3,698,305","12,934,193","576,071","3,183,823","69,057",
"12:02:25","3,247,440","21,428,331","3,699,394","12,947,068","576,178","3,184,449","69,068",
"12:02:30","3,248,210","21,436,618","3,700,362","12,942,271","576,307","3,184,756","69,081",
"12:02:35","3,248,739","21,452,891","3,701,126","12,953,755","576,428","3,185,222","69,093",
"12:02:40","3,249,394","21,453,093","3,702,122","12,958,086","576,538","3,186,858","69,104",
"12:02:45","3,250,279","21,436,067","3,703,229","12,943,207","576,713","3,187,875","69,122",
"12:02:50","3,250,906","21,447,205","3,704,157","12,957,835","576,842","3,188,161","69,134",
"12:02:55","3,251,528","21,450,758","3,705,036","12,942,997","576,990","3,188,963","69,147",
"12:03:00","3,252,141","21,449,429","3,705,989","12,948,585","577,115","3,189,478","69,159",
"12:03:05","3,253,110","21,433,053","3,707,193","12,948,347","577,272","3,190,131","69,170",
"12:03:10","3,253,704","21,445,491","3,707,967","12,950,596","577,372","3,190,364","69,177",
"12:03:15","3,254,646","21,450,896","3,709,093","12,947,404","577,497","3,190,982","69,187",
"12:03:20","3,255,539","21,455,023","3,710,211","12,956,073","577,640","3,191,449","69,200",
"12:03:25","3,256,211","21,454,291","3,711,153","12,948,775","577,755","3,191,714","69,211",
"12:03:30","3,256,771","21,449,339","3,711,992","12,945,363","577,861","3,191,989","69,220",
"12:03:35","3,257,520","21,452,279","3,713,021","12,953,428","577,979","3,192,304","69,229",
"12:03:40","3,258,264","21,455,247","3,714,092","12,959,502","578,114","3,192,865","69,241",
"12:03:45","3,258,892","21,460,697","3,714,959","12,950,658","578,218","3,193,079","69,250",
"12:03:50","3,259,879","21,448,886","3,716,129","12,954,004","578,345","3,193,808","69,266",
"12:03:55","3,260,584","21,456,680","3,717,081","12,955,600","578,462","3,194,234","69,277",
"12:04:00","3,261,684","21,451,733","3,718,200","12,949,288","578,622","3,194,597","69,289",
"12:04:05","3,262,260","21,462,933","3,718,885","12,955,946","578,757","3,195,085","69,301",
"12:04:10","3,262,699","21,464,581","3,719,533","12,958,887","578,899","3,195,559","69,312",
